chr1:clu_6235_NA	Success	8.3548133520809	2	0.000235261392825919	0.022471819707335	CLSTN1
chr1:clu_6352_NA	Success	11.2634826114752	2	1.28331022566615e-05	0.00232256636631088	UBR4
chr1:clu_6383_NA	Success	10.3231539904155	2	3.28633011151197e-05	0.00513663355005417	HP1BP3
chr1:clu_6384_NA	Success	16.2187127050338	10	0.000338458373398459	0.0286191522949058	HP1BP3
chr1:clu_6394_NA	Success	14.4314801227608	2	5.40116962963868e-07	0.000142867861280391	EIF4G3
chr1:clu_6404_NA	Success	23.815965247125	2	4.5379291598854e-11	4.25575247394344e-08	RAP1GAP
chr1:clu_7036_NA	Success	7.33499500458649	1	0.00012806917848301	0.0150132005139855	INADL
chr1:clu_7589_NA	Success	10.3460160799135	3	0.000121973969367821	0.0144630283677982	GDAP2
chr1:clu_8019_NA	Success	12.5632118400515	5	0.000131716152569717	0.0150975981101023	ARHGEF11
chr1:clu_8268_NA	Success	33.1024594640107	3	2.77068409567201e-14	4.76372952182542e-11	CACNA1E
chr1:clu_8351_NA	Success	9.60239500595799	4	0.000716369053173171	0.0489408155796982	KCNT2
chr1:clu_8692_NA	Success	13.8719052429989	7	0.000244677265835769	0.0231567951776311	CDC42BPA
chr1:clu_8882_NA	Success	44.0716224139119	4	3.26468112613501e-18	1.68392252486044e-14	AKT3
chr10:clu_10148_NA	Success	11.6527505305539	2	8.69510329377166e-06	0.00160176224247408	PLEKHA1
chr10:clu_9436_NA	Success	12.2073290818398	2	4.99372176337993e-06	0.00101361671236151	ANK3
chr10:clu_9657_NA	Success	8.12977143936939	2	0.000294635535194235	0.026430088530989	DLG5
chr10:clu_9802_NA	Success	10.1397913968209	2	3.94770370020962e-05	0.00598889873108271	CYP2C8
chr11:clu_19290_NA	Success	8.44814548172417	2	0.000214297465651877	0.0211096726501547	NUP98
chr11:clu_19473_NA	Success	27.6651361070914	6	3.97548651915267e-10	2.92936563796992e-07	SERGEF
chr11:clu_19667_NA	Success	18.0852432480899	4	2.66917072557265e-07	7.54147052004959e-05	MADD
chr11:clu_19755_NA	Success	8.179859915157	1	5.23868024211384e-05	0.00711081912863768	ZFP91-CNTF,ZFP91
chr11:clu_19781_NA	Success	12.4650916068413	6	0.000351768444374934	0.0290307461773745	SYT7
chr11:clu_19985_NA	Success	19.1569936706613	2	4.78876316550044e-09	2.35242289596679e-06	PPP6R3
